month,day,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
,25,,477111.608,502893.844,700888.701,636699.669,486311.019,466092.93,349410.88,434005.535,502675.913,497464.402,587099.428,484037.716,416900.294,614693.553,577940.027,479820.61,512310.844,493336.834,551997.741,529026.186,347227.446,505906.505,374449.878,254354.258,372024.361,319907.774,452097.035,428031.702,448475.006,409217.094,350761.084,359594.954,507964.009,450624.669,275243.896,361146.521,449048.957,285525.682,
,26,,471802.987,478663.322,656401.602,624904.309,476119.419,472839.042,339329.258,420365.108,508934.231,494273.032,580795.77,475042.883,401511.003,610139.124,574198.482,477315.747,511174.442,479823.024,545243.692,524589.434,342461.444,497461.374,366858.277,231872.495,360412.367,309368.801,450704.561,418747.477,444738.234,403889.357,335136.694,356972.61,502116.589,445511.538,271066.509,349549.246,449220.883,285181.979,
,27,,463924.31,480882.727,613959.736,603452.251,480457.635,470247.447,316106.011,397941.65,513721.588,491877.338,565689.378,469814.409,389427.563,601449.254,568539.751,472860.063,510995.162,466256.089,540497.285,527120.607,337577.476,500854.431,360346.325,210954.829,352626.042,298334.548,440929.988,411027.079,439697.502,401778.054,325174.081,355702.506,496631.384,442704.216,265969.436,354178.856,443747.79,283556.01,
,28,,468856.182,483629.477,608169.36,578682.388,462319.543,444231.51,280354.685,404154.446,509906.766,489782.152,562528.725,462179.589,382496.327,590752.596,559733.862,464293.673,508246.553,458210.422,540145.14,531415.1,338425.823,498780.729,356190.738,190618.897,341583.783,285534.469,432461.674,402444.046,433806.544,389584.568,318467.878,357387.59,487427.867,442539.18,259717.702,346686.812,438095.704,281367.203,
,29,,462513.915,474538.276,582008.007,569751.031,440889.788,439265.452,277044.413,404832.146,515757.864,481486.136,555631.509,458604.7,374181.157,574674.872,552933.109,460786.178,507991.357,436192.414,538501.283,532647.49,338444.439,497343.625,347916.561,177381.123,327236.527,277102.139,420339.858,396532.643,430549.505,380955.306,314047.843,351912.245,480534.306,428016.462,256797.198,341371.735,430103.468,280094.472,
,30,,448998.168,470838.707,583830.554,556218.226,437606.681,421296.887,270041.693,411393.591,525378.183,472636.744,549622.102,452286.82,355964.467,564450.126,546586.567,459904.56,508753.314,418287.171,541633.576,533909.042,339912.259,493749.202,341756.125,170909.127,316495.281,276656.074,403881.1,384739.4,426715.375,372251.178,309313.59,351874.468,476797.3,420356.882,253253.99,339935.681,414260.495,278788.825,
,31,,445548.8,470983.602,592032.13,547267.525,428541.912,388779.697,266420.578,420548.259,515064.439,462756.622,543963.125,444857.756,349235.317,552393.284,540402.82,449924.895,509832.155,405640.403,539667.659,536584.86,337968.317,489524.182,328375.464,173127.29,305822.42,276899.798,392514.732,377810.363,426178.476,359543.745,310509.259,347288.954,473621.838,409258.511,252176.754,339277.805,401649.659,275130.372,
August,1,,444239.722,463814.634,594989.06,540627.22,426848.992,402388.001,264801.109,405380.181,510948.507,453695.571,544648.919,431645.953,346030.606,540244.658,532985.14,445836.956,509099.401,387953.782,536856.393,529504.734,335323.925,478145.634,316881.883,175901.079,292553.057,269438.968,380928.444,367071.618,426221.571,340856.034,313388.325,344757.763,469289.462,399103.959,247567.838,335890.079,391833.828,271767.269,
,2,,438749.084,451384,594189.285,540635.829,427251.81,407482.184,257583.412,399780.253,504219.789,445695.731,543852.893,419720.237,334496.859,533543.668,530769.866,443924.441,510350.796,371465.197,533316.252,523775.141,332353.149,468281.909,309673.221,177305.173,283219.156,256289.992,372024.464,356168.755,424317.338,328209.938,313807.394,338985.131,471328.947,391953.062,247132.519,331694.3,380246.071,267953.005,
,3,,433208.936,448898.062,597656.779,535009.585,411915.458,402843.483,251163.183,393233.292,492599.653,441701.334,545889.333,408944.862,323764.554,528236.171,524501.747,440561.397,510968.758,357351.145,527762.634,522514.297,327241.987,460644.26,310261.531,174571.792,276524.585,242902.173,367025.614,344448.36,416356.574,318608.164,314999.294,339675.108,470355.109,393905.972,236806.319,333628.33,370210.966,261068.484,
,4,,427693.12,445145.856,602747.344,515904.027,402352.955,411585.345,240976.457,377591.698,481035.635,436484.295,547369.678,404689.531,324934.87,524622.537,520329.543,433074.863,507159.332,340481.713,517963.894,517046.747,322811.14,451047.284,307537.169,171362.227,267743.365,221834.758,364459.463,341728.027,408668.836,313095.37,316085.611,333111.735,461737.914,389849.913,233331.491,329666.288,367680.771,256530.237,
,5,,422214.649,432082.088,594808.995,509172.98,407776.656,406322,231875.512,368265.837,474334.976,435784.197,543979.165,400640.508,322298.145,522325.509,516881.483,430910.971,503798.917,325969.143,513098.185,512065.25,320808.342,445701.939,309614.411,164767.706,266877.809,199440.647,358379.756,328030.532,392739.509,306549.61,316523.748,322506.617,455408.236,390257.718,227812.489,329170.58,360304.984,252288.25,
,6,,415183.977,430214.62,591762.033,489117.847,399933.407,394680.696,239739.16,364876.743,464521.774,432584.744,535278.955,397392.938,320407.8,520528.467,514446.117,434031.574,502462.697,316853.602,502691.624,509197.278,322532.766,441514.823,309695.301,155790.25,267550.509,184707.15,354724.162,317269.922,376521.737,309276.981,318710.205,308898.752,450225.696,387324.145,222684.336,317135.257,357629.376,246061.53,
,7,,408892.061,432060.564,587747.607,463350.246,390981.13,396843.817,238034.731,357814.469,451401.485,427655.675,525185.837,392444.304,301969.229,518377.156,512888.081,429435.882,498684.092,308643.918,491283.638,507656.067,324107.588,438233.666,305381.305,139281.444,270293.035,182066.821,354141.619,309862.312,362173.817,312263.021,319632.416,289434.754,443226.488,384114.837,213966.341,299926.143,355946.24,245353.758,
,8,,403278.449,433337.373,579325.528,450486.852,395850.317,398482.685,228587.13,346652.019,454447.508,430600.144,516872.553,390716.345,297054.868,516481.834,509209.031,422150.575,497583.349,307380.082,481530.225,500131.071,323380.701,432089.778,300056.186,124204.812,268346.053,177060.237,350127.375,296960.23,353021.231,312245.812,321719.708,267051.188,442304.968,377466.691,213059.347,281766.034,345395.658,247181.879,
,9,,396586.93,431185.338,559362.596,436883.822,392300.725,374497.429,232579.193,340080.536,452717.463,432099.017,505633.668,388081.289,284781.486,511578.768,504450.5,421062.532,497635.73,305072.57,475485.115,496366.459,324540.717,429465.849,291785.22,110844.209,267179.132,169706.053,345352.252,276998.347,346355.466,311351.683,322127.693,245347.875,440695.44,365162.283,207647.144,271530.529,336865.309,244526.718,
,10,,383749.835,426806.116,549577.744,434677.113,379139.059,363848.488,220955.742,335313.746,454874.613,431927.593,494804.998,388119.713,271980.002,507507.536,497657.783,420587.55,495165.024,293260.101,464652.654,486716.926,321177.261,421736.513,281169.334,106830.152,256218.44,169189.727,337998.901,270273.605,344616.624,312687.653,320439.109,231149.904,438873.162,359746.222,202629.28,251023.921,329087.344,243564.407,
,11,,375063.435,426969.332,529795.521,427511.879,378060.047,336106.74,203700.385,329682.517,459864.234,430689.838,493353.843,388361.802,260040.397,505899.592,489147.111,409991.397,490584.301,278180.552,461204.546,482561.68,315848.699,419894.41,274980.628,105574.123,246559.524,168404.59,335552.051,261812.738,344385.823,309972.981,316579.02,221403.818,437706.504,350522.338,203150.873,243004.708,311445.913,242638.082,
,12,,359032.519,424561.599,504833.904,427586.704,380551.782,303575.08,198265.58,322678.816,467159.371,432343.349,485446.473,388353.989,272731.066,502097.656,478267.784,408690.308,488623.344,260377.463,457676.383,475309.405,310320.859,416637.539,270414.033,107944.058,229700.769,165481.117,329559.878,252443.322,345318.708,308942.851,316429.549,215555.129,431783.945,338076.296,205202.219,235941.231,298055.046,236857.748,
,13,,342523.167,418896.903,502317.527,429000.024,376784.001,293764.312,192552.406,310191.072,470469.28,426151.694,476167.767,385410.882,269056.779,500044.775,466978.883,409763.114,481213.656,249488.07,456643.24,466458.16,308497.077,419843.975,267647.629,112372.342,217937.88,166407.968,327478.654,250019.282,348334.502,306744.467,315503.835,214164.75,420105.41,335318.109,206775.867,238675.621,293293.032,233062.079,
,14,,335443.769,400514.751,493757.925,426668.359,372575.231,277383.01,179859.746,301817.822,465620.568,421744.05,473346.54,380585.706,264492.482,505104.709,453569.891,409223.734,476068.511,236531.416,456526.56,453951.608,304512.412,415172.802,265799.226,118020.86,200086.974,165388.648,326190.86,251528.137,354336.479,306870.679,314966.131,220395.648,414352.401,337770.693,207818.88,239544.522,286302.634,231207.899,
,15,,324127.831,391748.291,505190.162,424870.692,376070.351,275381.671,170935.2,312370.388,468836.396,413041.19,472232.017,373006.395,265116.711,509324.987,442579.216,409395.305,471310.897,227856.672,455871.213,437777.693,306165.552,416172.028,264544.42,115041.957,188618.112,162172.671,326038.256,247870.978,359927.096,303223.352,316133.367,221893.85,400561.226,332657.446,211050.199,250585.974,277883.972,226184.399,
,16,,318470.205,372504.455,512669.705,408583.763,376154.515,272760.884,172899,309345.553,458912.131,412459.31,469402.181,361066.918,263404.091,506182.767,433026.092,413634.959,461423.816,223345.036,453816.943,420268.858,307348.124,410881.327,262957.294,112168.675,174539.24,155177.792,322396.895,252001.685,366310.874,299540.686,315759.32,221658.762,385785.794,332665.572,208420.921,258251.428,268136.944,223516.644,
,17,,314219.964,348883.615,520449.989,399007.468,383483.667,272030.383,165650.514,305402.892,447493.374,407995.27,470463.225,353216.131,257832.868,502652.402,424115.587,416206.537,454310.887,223447.305,451553.273,407242.929,307994.52,410043.259,264171.448,107698.495,165199.893,146736.13,317690.519,253072.641,370373.632,296971.36,314999.503,225900.888,372294.717,336197.566,204778.014,266847.403,253341.323,221334.244,
,18,,302109.365,365935.701,532032.597,389581.507,390601.282,270974.188,173004.634,315496.546,446054.936,394865.136,472184.314,342400.631,253635.174,496184.064,417560.317,414936.729,452152.698,209843.132,446714.205,396779.291,308506.743,401295.443,261539.732,102790.986,153060.439,136459.728,311962.942,256104.229,373265.556,293042.544,315278.838,232198.607,361480.81,336778.389,199362.711,267610.686,240062.553,213846.775,
,19,,292521.562,367028.329,545636.579,373369.745,390247.422,269756.202,182269.738,312863.435,441120.832,378435.707,471143.055,328596.487,252053.692,486730.594,411998.932,414145.784,445776.456,199728.932,434589.175,386622.33,308761.629,395561.238,257682.552,95279.262,142308.516,130509.683,303951.548,255235.35,373815.803,282945.881,314491.914,235243.267,351574.603,337330.648,196848.185,269830.966,228848.104,208417.456,
,20,,289864.427,376504.443,554427.55,374947.012,393840.837,268944.807,180935.403,302557.392,435300.705,366334.161,474796.466,315678.609,243792.693,476569.356,407102.509,415349.168,443615.425,196395.953,427623.932,382839.934,309521.781,385202.095,251413.99,91289.752,137161.604,125050.412,302055.352,253075.346,375864.009,276192.636,313523.827,240495.121,343905.092,337596.248,192179.552,262931.283,223542.416,203267.272,
,21,,281219.163,397748.273,550906.827,374415.566,398225.05,273540.936,182989.804,299318.084,440150.754,354068.885,471456.643,312735.745,231802.181,472786.746,404563.179,411408.891,444679.916,193989.387,421140.389,383902.823,310530.935,379944.827,236816.904,85910.75,134537.461,122839.891,300806.302,248790.437,375028.794,268717.992,313113.93,242903.333,341914.252,340456.824,191410.372,257572.842,226102.32,199610.662,
,22,,273511.619,394336.645,558354.963,377623.456,398266.59,275026.714,179779.191,300218.34,440924.974,345611.032,464357.864,302283.934,219921.803,468889.963,398215.512,410246.484,442870.021,195628.444,415362.548,385814.135,313341.615,364806.398,221058.442,84806.958,127219.267,122696.762,300114.839,246049.12,374520.992,260659.314,306331.147,240032.303,343031.587,343072.631,192565.105,261806.377,232452.55,196422.64,
,23,,271323.344,391485.03,550548.369,381070.391,414530.419,280160.659,175812.349,297766.57,437592.612,342804.971,458810.579,291930.473,205973.531,464931.421,393307.513,409043.699,435816.973,201316.467,404220.652,390119.331,315139.835,349374.768,205651.442,82994.991,119427.468,120715.032,298303.869,241874,372501.376,255377.488,299044.967,239565.46,344551.527,338800.84,195715.56,260659.011,232364.753,197469.324,
,24,,273402.43,383203.937,539400.282,388824.037,427025.779,286580.872,170069.14,292851.248,436170.74,343858.325,456395.428,284883.907,186554.667,461520.897,389523.591,405098.841,433140.248,211180.472,392312.556,396207.116,315764.01,339723.451,192083.473,78987.64,120248.078,118609.16,299535.757,243351.473,368938.073,253211.274,294992.538,240022.89,341701.064,336323.3,195512.763,251971.063,229143.219,196103.911,
,25,,267828.566,377077.571,514173.927,394185.282,419798.54,289093.355,165970.344,289512.845,439609.15,343561.231,445160.57,279320.654,176651.598,455835.889,385609.386,406567.412,427990.562,217428.321,380462.131,396154.878,314976.876,330809.812,184080.203,80199.07,118335.738,114555.201,296836.368,248438.771,361563.742,251967.996,291566.225,240829.45,341288.934,329185.387,193193.338,248892.405,223631.791,199087.814,
,26,,275285.899,372389.715,499328.2,398116.446,426201.071,292273.435,154776.87,287849.534,439487.051,342951.981,444873.603,267165.642,172011.407,450978.447,382598.098,402855.132,427149.225,215014.142,365603.446,394153.028,317847.464,323331.972,179879.249,80617.026,110756.009,110772.018,300087.188,247471.207,358000.073,247903.755,288048.644,240987.927,336995.144,321765.306,189442.229,246107.563,216105.535,201141.417,
,27,,283880.583,364827.879,487892.755,405155.051,409742.322,292107.862,145486.323,290976.169,443191.283,343647.364,448193.52,260723.238,161177.718,446555.226,383033.222,403870.02,428879.165,210707.807,349917.701,387066.524,319145.743,324701.131,174515.741,79667.028,107211.191,109303.796,300877.637,245718.869,356886.843,243594.032,290408.778,243116.868,331212.171,305477.881,184240.868,236043.056,209004.772,203616.293,
,28,,285465.866,368417.28,464371.543,402023.479,391084.444,292947.519,137701.954,290032.74,448047.965,340009.073,453460.033,260165.903,154550.722,438771.389,379657.311,400768.668,432398.56,210018.035,346655.478,375621.442,323139.198,324844.165,175152.89,78418.932,106683.274,107390.57,299294.241,242801.325,357788.372,239178.98,292740.107,240395.154,327240.952,292522.253,178971.827,230285.976,209659.954,209385.899,
,29,,289418.499,369305.044,441089.119,400869.555,375689.725,277948.425,127261.569,282985.988,443605.881,331576.982,456842.63,259140.105,150377.92,429830.093,376120.814,400888.474,436729.773,200470.789,349124.486,365658.072,325244.963,321812.349,169463.443,81259.03,100816.773,107733.185,295251.962,238878.744,360404.017,235534.884,293164.389,237933.768,324286.653,281861.262,176587.883,230425.717,210648.216,214533.067,
,30,,281503.4,373923.133,429773.07,404113.654,360862.557,269863.478,132030.097,283060.963,434810.742,321108.655,464258.755,259327.816,144583.582,425419.351,371780.196,390862.214,438866.185,196023.568,352823.17,359685.11,327080.664,318963.55,163046.293,79425.798,95712.213,110276.93,290676.827,235076.678,365685.677,232679.183,292880.501,239736.913,322221.613,279085.721,179815.518,229331.574,212423.187,216077.083,
,31,,277154.818,379377.697,430264.84,403181.095,365389.42,267940.335,131850.185,282107.149,426033.037,320570.131,463412.391,260522.488,137902.629,420800.676,364126.189,389546.72,438211.624,201051.912,352849.576,351075.447,330643.023,313802.101,156313.266,78262.744,96921.648,111487.438,282452.136,237280.232,368686.11,231649.774,293289.57,244584.856,319354.779,271990.062,183268.295,230766.27,216372.295,218334.561,
September,1,,274640.288,368958.811,412886.327,396697.425,359671.719,256022.143,130309.225,274546.003,415636.136,312859.676,461511.673,264063.324,137529.167,416076.891,356416.712,389596.637,437902.482,193527.583,349776.387,342287.48,330892.455,308211.754,151115.149,78264.757,98498.281,111707.307,277242.399,240540.121,370068.911,226797.572,293893.635,250241.504,321903.719,265696.821,187758.465,237596.532,218569.53,220696.489,
,2,,267642.216,365640.175,404551.12,397165.97,370621.859,261612.504,134397.23,273077.372,407737.91,311856.048,459364.437,266195.104,137149.248,415091.105,356087.016,395170.015,436165.39,181673.881,336514.863,336501.171,326778.037,304869.505,141616.479,78438.009,99024.674,114442.407,273603.898,244677.652,370298.905,223769.15,294142.626,256299.338,324910.4,264122.368,188964.18,240664.242,221071.927,218348.597,
,3,,263821.868,364536.698,409564.544,391834.206,383482.645,268443.637,130005.635,275169.817,405906.801,311196.367,457109.424,267630.987,141376.386,414599.145,359075.728,396375.682,433175.667,175716.052,328877.818,329550.058,324803.602,307030.434,139325.414,77726.758,100199.069,109965.303,272944.863,247937.934,371272.458,225022.69,293976.37,262429.07,325555.392,266581.283,186653.433,239102.837,223688.835,219934.958,
,4,,262896.202,355225.392,406393.463,382450.382,379097.604,271268.195,124224.877,266578.391,405837.274,319866.998,450012.115,261728.343,144641.785,415923.014,364821.691,394832.256,431301.527,167418.515,323480.285,325833.05,323090.926,314206.308,133162.346,78797.336,107283.422,110524.39,273081.111,247725.056,375205.22,229102.736,293288.361,260928.784,323322.267,268243.569,182090.694,239627.143,227706.263,221156.297,
,5,,259269.053,359819.655,393966.005,378954.321,381424.832,274855.269,124155.117,259767.827,410081.936,318483.343,448184.972,258987.042,149386.531,418820.161,369885.923,399543.981,432469.968,156900.064,324140.543,320908.602,314395.601,321244.792,129757.262,81828.825,107916.694,112977.916,274260.891,247476.981,378994.13,233261.849,292850.166,258515.338,321241.743,265311.051,178883.779,238604.753,229573.999,222339.046,
,6,,254097.965,365668.964,398843.486,376566.439,383730.858,270280.21,122619.023,247026.264,412303.903,320500.584,446337.323,254587.295,152731.705,424277.034,375682.999,390133.435,432904.992,152866.768,325868.117,316106.425,307707.17,325099.405,127938.235,85890.922,108299.756,110231.189,274111.694,250307.026,376465.614,239449.192,291548.262,256899.756,315833.868,273317.859,174741.34,235106.796,233164.354,223494.132,
,7,,257888.189,365225.689,404324.876,384605.852,379335.217,269023.703,128951.982,235469.341,412909.604,320981.826,441598.156,244427.928,157050.006,431880.794,378429.37,378846.068,435675.983,149258.916,331595.235,309178.606,301409.95,325692.286,125479.564,93181.617,108832.173,107611.845,276598.358,253186.211,371408.273,245396.426,291277.869,253928.738,309855.21,283031.091,178046.06,232824.642,235229.158,224900.429,
,8,,258741.697,366673.661,407804,386323.439,373788.931,262944.328,132816.75,239163.175,415748.503,325150.798,436964.657,233940.756,160680.612,442330.536,381606.627,372686.984,438849.115,146727.873,332297.712,303582.466,295409.752,325088.79,124207.785,100078.393,108713.042,111027.393,279949.109,257589.768,368465.06,244979.309,291808.694,250695.791,307403.404,287420.567,179075.866,231263.053,242727.419,224943.579,
,9,,256098.015,368732.306,411680.349,395653.697,375519.635,255957.837,137827.153,234046.992,421698.987,325664.575,436148.375,237156.941,162640.749,447918.343,384289.867,374209.808,443609.589,140174.399,315534.818,300818.302,288632.042,325912.508,126924.581,105280.308,100330.767,111389.09,282922.68,266137.46,365810.783,244815.664,294142.388,247039.556,307142.756,295834.736,181032.76,234199.115,248082.894,228310.772,
,10,,258139.645,368594.368,396297.316,407499.446,373418.795,266616.928,144732.93,233984.201,412212.228,317880.001,436547.331,228563.899,162868.426,448093.574,390469.748,370367.268,449495.125,134568.275,305405.329,299021.297,288301.768,310773.9,129269.32,106530.664,99672.104,111693.074,288685.338,268235.212,362966.776,247868.398,296521.719,247205.261,306348.448,306841.114,183908.76,234530.422,257385.836,232891.013,
,11,,254968.325,374370.194,390146.75,415514.445,365956.737,269360.346,143586.129,240204.732,403105.872,311814.684,441510.38,206174.033,165025.704,445874.822,397695.784,373192.32,457461.151,134845.813,304996.703,296434.218,287461.715,300427.343,130293.24,107796.115,97840.891,118342.076,301588.265,266577.184,364720.938,247520.761,300568.543,247541.341,305921.882,313190.455,187189.398,237142.558,262083.008,234584.076,
,12,,249718.169,379385.722,375527.609,422929.329,371435.394,272343.495,144570.244,236563.962,391858.154,314186.179,445946.147,199732.784,166944.22,440697.354,402902.06,379224.473,467392.404,136568.505,303103.354,303812.103,286237.129,293849.401,129875.714,106164.896,96854.348,124396.159,313665.767,265006.005,370035.213,244576.307,302655.657,248154.145,305187.646,315570.082,186981.197,239907.94,266076.008,235771.28,
,13,,248978.076,381261.23,355910.29,429061.705,375804.913,283122.452,142994.21,231570.522,385328.556,320779.023,449123.336,184997.052,168391.262,434401.803,405096.729,378174.663,471634.282,136925.509,307779.967,315921.973,285892.004,296464.974,124935.628,107359.257,98030.542,130571.107,324315.963,263011.72,378073.184,242787.491,307282.325,246185.836,303592.245,317102.213,188017.517,241579.419,264490.037,239081.379,
,14,,248061.789,385467.047,360301.745,436435.45,380323.829,260433.319,140567.336,240115.012,378404.441,324241.007,450624.291,166848.792,171039.261,428110.214,403236.681,381597.1,474914.808,142164.895,330323.137,326654.184,287929.34,290186.25,121058.418,107053.377,100642.502,132549.85,333168.496,257929.39,382411.705,237876.119,312909.662,250369.678,304551.268,309895.015,187462.596,242193.896,262868.338,238382.926,
,15,,259898.856,389624.247,357686.993,442197.432,385877.186,246682.423,140040.132,243243.209,382675.635,330662.576,448750.713,155018.692,176510.804,424875.868,405154.428,383639.003,477635.743,151628.396,349722.14,339547.506,288550.819,291851.011,120424.091,110113.944,100678.362,134026.453,341786.312,259784.137,388537.113,226502.085,319611.801,248180.08,310166.716,309857.522,185343.023,245342.473,263333.957,236120.248,
,16,,265535.441,391475.447,354708.702,447523.927,381866.674,222926.996,139413.934,249443.169,387915.03,345584.966,447295.712,150499.332,183133.571,422255.714,403495.313,392311.136,477417.722,167097.799,363755.294,355090.796,294019.515,288323.666,118086.892,113305.558,103318.311,134714.015,343931.807,263796.575,396088.798,218574.081,323130.496,244484.315,316678.374,308862.957,185316.594,241470.084,266610.015,239362.79,
,17,,276637.205,398134.429,358918.389,449344.572,381603.656,195235.599,139161.771,259523.542,397202.196,359059.325,446787.294,138142.543,204803.39,423524.528,403985.148,397704.597,466303.19,184707.342,380470.237,364761.306,306580.061,290105.54,120196.603,114590.69,104572.014,136315.395,347427.457,263453.713,404626.289,215033.07,327115.408,241568.319,325710.617,303065.179,184389.074,238755.278,274385.718,240105.115,
,18,,291206.862,404695.52,367586.239,453353.63,379295.771,207535.133,138821.586,271994.946,402014.467,371098.059,442880.675,137061.314,225321.798,423357.015,405871.578,407317.698,458798.387,204885.448,388226.144,366385.001,316640.866,291039.137,124263.634,113694.614,107455.486,137095.56,348086.369,264562.518,408409.987,207342.026,329851.689,241305.42,338693.568,293178.046,185660.079,242594.296,283086.872,239488.502,
,19,,290727.296,411119.354,366837.031,450328.662,374262.826,203775.173,159837.454,279390.423,402110.051,380879.236,438616.116,137091.547,246994.517,424298.749,412151.025,414147.664,448586.159,217452.924,391754.686,370590.611,329223.06,300335.304,126027.087,115233.901,113515.043,138413.056,351684.145,269038.504,413117.741,195889.651,329389.923,238036.046,343518.756,288302.254,186304.869,247953.252,296689.744,239413.37,
,20,,294304.449,417709.708,369967.26,448632.295,380223.189,225108.863,170263.318,289033.374,403822.995,395434.96,433318.444,146802.267,258435.658,425140.615,413315.365,427999.632,440763.115,239550.403,391203.277,368118.446,341018.538,317713.149,133744.163,118511.881,122729.422,139703.373,352995.451,271877.654,413101.181,192236.075,328590.321,239194.167,346604.883,282582.613,187474.045,256340.06,304207.069,240714.628,
,21,,290499.201,419573.236,380574.83,453144.622,383411.959,249955.222,179834.677,302628.517,407741.516,404479.636,425723.462,155723.597,264353.05,428849.021,415386.965,430499.562,438607.945,256822.324,392212.021,366496.822,348071.232,336614.664,148321.177,125159.617,130480.618,138680.064,354558.212,278564.623,414894.373,189413.106,329018.478,240856.941,340051.602,280912.128,182789.141,275715.289,308472.759,237841.204,
,22,,286328.435,423633.657,382058.066,453224.002,383522.328,267944.364,200423.292,311014.515,411928.081,413842.701,419639.03,163626.211,253711.281,429231.125,425437.573,435138.85,435247.598,272906.669,399283.124,365637.649,352006.991,350617.886,166755.499,129995.123,140176.392,138683.244,354741.58,287800.066,413672.283,183858.963,328190.084,245155.223,330846.892,280071.125,177057.914,285853.011,307200.149,239548.371,
,23,,294837.511,430516.174,380626.128,457024.791,387943.491,285849.445,198139.41,318052.895,419178.62,420620.247,417665.782,168952.289,235420.202,429119.44,432994.01,431898.574,438336.125,287447.588,406514.411,368955.367,359876.985,350942.168,180475.136,137192.086,150397.742,139722.243,359832.381,298992.283,411830.84,186462.982,325932.903,255145.952,320268.684,285943.015,173162.551,284920.667,310761.105,243264.054,
